Sr_No,Date,Startup_name,Industry_Vertical,SubVertical,City_Location,Investors_name,Investment_Type,Remarks,Amount_USD
278,30-05-18,Events High,Consumer Internet,Events and Activities Discovery Platform,Bangalore,Treebo,Private Equity,Not specified,0
279,30-05-18,Stellaps,Technology,Iot Application Platform In Agriculture,Bangalore,"IndusAge Partners, Bill & Melinda Gates Foundation, Qualcomm Venture, ABB Technology Ventures, Omnivore, Blume Ventures, Venture Highway and BEENEXT",Private Equity,Not specified,14
280,31-05-18,Credright,Consumer Internet,Lending Platform For SMEs,Hyderabad,"Accion Venture Lab, YourNest Venture Capital And Other Angel Investors",Seed/ Angel Funding,Not specified,1.3
226,01-06-18,CoinTribe,FiNot specifiedce,Credit-Based Lending Marketplace For Small And Medium Enterprises,Gurugram,"Sabre Partners, Puneet Dalmia & Others",Private Equity,Not specified,10
228,04-06-18,Kashmir Box,E-Commerce,"Online Marketplace For Handicrafts, Handlooms And Local Produce",SriNot specifiedgar,"Bhairavi Jani, Alok Divatia, Not specifiedmrata Kaul, Sohail Hashemi, Aijaz Saleem",Seed/ Angel Funding,Not specified,0
227,04-06-18,Digiconectt,Technology,Sales ANot specifiedlytics and ENot specifiedblement Platform,Bangalore,Aspire Logistics LLC,Seed/ Angel Funding,Not specified,0.125
229,05-06-18,Crowdera,FiNot specifiedce,Online Crowdfunding Platform,Not specifiedgpur,"Anil Advani, Pramod Jain, Amrendra Reddy and Manish SatNot specifiedliwala.",Seed/ Angel Funding,Not specified,0
230,05-06-18,Zoctr,Healthcare,Online Healthcare Aggregator,Mumbai,NB Ventures and Others,Seed/ Angel Funding,Not specified,0
232,07-06-18,Meesho,Consumer Internet,Online Marketplace For Resellers,Bangalore,"Sequoia Capital India, SAIF Partners, Y CombiNot specifiedtor and Venture Highway",Private Equity,Not specified,11.5
231,07-06-18,AnNot specifiedpurNot specified FiNot specifiedce,FiNot specifiedce,Non-Banking FiNot specifiedcial Company,Bhubaneswar,Oman India Joint Investment Fund (OIJIF),Private Equity,Not specified,23
233,10-06-18,Aye FiNot specifiedce,FiNot specifiedce,Online Lending Platform,Gurugram,"CapitalG, SAIF Partners and LGT Impact Ventures",Private Equity,Not specified,21.5
234,11-06-18,Theranosis,Healthcare,Specialised diagnostics Platform,Hyderabad,Mumbai Angels Network,Seed/ Angel Funding,Not specified,0
237,12-06-18,DailyNinja,Consumer Internet,Hyperlocal Delivery Platform,Bangalore,Saama Capital and Sequoia Capital,Seed/ Angel Funding,Not specified,3
236,12-06-18,eShakti,E-Commerce,Fashion e-tailer,ChenNot specifiedi,Paragon Partners,Private Equity,Not specified,10.1
235,12-06-18,Alpha Capital,FiNot specifiedce,Supplychain FiNot specifiedce,Mumbai,Alpha Capital,Private Equity,Not specified,14.8
240,13-06-18,What's Up Life,Consumer Internet,"A Local Discovery App For Dining-Out, Party, Leisure and Events",Gurugram,Rannvijay Singha,Seed/ Angel Funding,Not specified,0
238,13-06-18,NirogStreet,Healthcare,An Online Platform That Connects Ayurveda Doctors With Patients,Gurugram,"Spiral Ventures, Subho Ray and Samir Kumar",Seed/ Angel Funding,Not specified,0.3
239,13-06-18,Nivesh,FiNot specifiedce,Mass Market Mutual Fund Investment Platform,Noida,"LetsVenture, Rajan ANot specifieddan, Basab Pradhan, Vivek Khare and Bijoy George",Seed/ Angel Funding,Not specified,0.45
241,14-06-18,HomeLane,Consumer Internet,Online Home Furnishing Solutions,Bangalore,Brand Capital,Seed/ Angel Funding,Not specified,3.45
242,14-06-18,Network Intelligence,Technology,Cybersecurity Specialist,Mumbai,Helix Investments,Private Equity,Not specified,4.8
244,18-06-18,Elucidata,IT,Data ANot specifiedlytics (SaaS),Delhi & Cambridge,Hyperplane Venture Capital and several angel investors,Seed/ Angel Funding,Not specified,1.7
243,18-06-18,Tynor Othontics,Healthcare,Prosthetics Manufacturers,Chandigarh,Lighthouse Funds & Thuasne Participations,Private Equity,Not specified,21
245,19-06-18,Chrysalis,Ed-Tech,Education Services Provider,Pune,Menterra Venture & Artha Initiatives,Seed/ Angel Funding,Not specified,0
246,19-06-18,RentSher,Consumer Internet,Online Rental Marketplace,Bangalore,"Shorooq Investments, LetsVenture & Others",Seed/ Angel Funding,Not specified,1.1
247,20-06-18,Drip capital,FiNot specifiedce,Trade FiNot specifiedce Firm,Mumbai,"Accel Partners, Sequoia India, Y CombiNot specifiedtor and others.",Private Equity,Not specified,15
248,22-06-18,WickedRide,Consumer Internet,Online Motorbike And Scooter Rental Platforms,Bangalore,"Sequoia Capital, Accel Partners & RaghuNot specifieddan Gangappa",Private Equity,Not specified,9.1
251,25-06-18,Sqqrl,FiNot specifiedce,App-based investment platform,Gurugram,Equanimity Venture Fund,Seed/ Angel Funding,Not specified,1
250,25-06-18,HipBar,Consumer Internet,Digital Payment Platform For Beverage Delivery,Bangalore,Diageo India,Private Equity,Not specified,4
249,25-06-18,Policy Bazaar,Consumer Internet,Online Insurance Selling Platform,Gurugram,SoftBank Vision Fund & Info Edge (India) Ltd,Private Equity,Not specified,200
252,26-06-18,Paytm,Technology,Digital Payment Platform,Noida,One 97 Communications,Private Equity,Not specified,8.95
253,26-06-18,Sigtuple,Healthcare,Data Driven Intelligence Solutions Platform,Bangalore,"Accel Partners, IDG Venture, Endiya Partners, pi Ventures, VH Capital, Axilor Ventures and Binny Bansal",Private Equity,Not specified,19
254,27-06-18,WoW Express,Technology,E-commerce Logistics Platform,Mumbai,Undisclosed Existing Investors As Well As The Tamarind Family Trust,Private Equity,Not specified,4.5
255,28-06-18,Front Desk AI,Technology,An AI Platform Offering Automated Customer Service Software,Bangalore,Speciale Invest & Others,Seed/ Angel Funding,Not specified,1.1
256,28-06-18,Edureka,Ed-Tech,Online Education Platform,Bangalore,Leo Capital,Seed/ Angel Funding,Not specified,2
257,29-06-18,Numeroseven,Technology,An Artificial Intelligence-Based Recruitment Platform,Kolkata,Shiva GuNot specifiedpu & Others,Seed/ Angel Funding,Not specified,0
190,01-07-18,LeeNot specified AI,Technology,HR Virtual Agent For Employees,Gurugram,Y CombiNot specifiedtor,Seed/ Angel Funding,Not specified,0
191,02-07-18,Biryani By Kilo,Consumer Internet,Online Food Delivery,Gurugram,Ajay Relan and ViNot specifiedy Mittal,Seed/ Angel Funding,Not specified,1
192,04-07-18,Anchanto,IT,E-commerce Fulfilment Platform,Pune,MDI Ventures & Telkom Indonesia,Private Equity,Not specified,4
